"Leading Cancer Sites"	"Leading Cancer Sites Code"	"Age Group"	"Age Group Code"	"Sex"	"Sex Code"	"Race"	"Race Code"	"Year"	"Year Code"	Count	Population	Crude Rate
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	270	7332635	3.7
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	304	7382288	4.1
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	310	7451112	4.2
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	317	7526702	4.2
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	300	7558077	4.0
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	299	7475206	4.0
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	343	7549999	4.5
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	341	7652979	4.5
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	343	7491214	4.6
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	300	7434490	4.0
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	320	7632469	4.2
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	360	7710780	4.7
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	336	7668078	4.4
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	344	7708050	4.5
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	354	7756952	4.6
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	351	7824242	4.5
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	377	7898500	4.8
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	388	7925492	4.9
	"Leukemias"	"35011-35043"	"5-9 years"	"5-9"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	432	7840579	5.5
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	184	7092053	2.6
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	185	7372403	2.5
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	224	7416439	3.0
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	188	7554481	2.5
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	189	7886778	2.4
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	196	8014546	2.4
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	228	7923912	2.9
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	234	7851074	3.0
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	199	7772186	2.6
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	210	7718081	2.7
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	198	7696909	2.6
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	230	7694687	3.0
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	222	7627460	2.9
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	238	7481920	3.2
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	217	7777778	2.8
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	250	7821212	3.2
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	247	7962208	3.1
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	238	8314347	2.9
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	284	8451338	3.4
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	257	8353371	3.1
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	311	8277397	3.8
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	281	8191516	3.4
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	298	8129659	3.7
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	285	8103642	3.5
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	292	8096445	3.6
	"Leukemias"	"35011-35043"	"10-14 years"	"10-14"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	255	8016291	3.2
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	161	7040477	2.3
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	182	7254069	2.5
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	175	7241673	2.4
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	150	7337855	2.0
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	164	7699453	2.1
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	164	7933400	2.1
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	178	8035458	2.2
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	201	8123100	2.5
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	211	8186982	2.6
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	186	8206982	2.3
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	209	8177500	2.6
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	166	8086807	2.1
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	217	7903855	2.7
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	246	7502694	3.3
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	255	7741169	3.3
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	284	7759457	3.7
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	308	7863225	3.9
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	290	8228011	3.5
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	335	8462033	4.0
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	311	8560706	3.6
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	321	8641338	3.7
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	306	8694025	3.5
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	351	8705412	4.0
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	314	8660083	3.6
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	317	8560263	3.7
	"Leukemias"	"35011-35043"	"15-19 years"	"15-19"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	322	8383297	3.8
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	137	6515194	2.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	145	6832644	2.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	132	7016949	1.9
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	138	7225452	1.9
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	170	7672599	2.2
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	185	7897163	2.3
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	162	7907801	2.0
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	195	7906974	2.5
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	161	7908498	2.0
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	173	7929480	2.2
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	167	7983893	2.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	217	8066627	2.7
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	180	8119266	2.2
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	217	6928500	3.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	197	7274432	2.7
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	210	7438922	2.8
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	207	7651355	2.7
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	216	8105578	2.7
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	237	8367139	2.8
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	241	8410365	2.9
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	280	8439939	3.3
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	263	8425847	3.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	258	8420896	3.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	249	8448451	2.9
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	265	8513409	3.1
	"Leukemias"	"35011-35043"	"20-24 years"	"20-24"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	234	8558178	2.7
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	165	6947647	2.4
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	146	6960842	2.1
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	152	6711767	2.3
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	137	6699773	2.0
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	152	7030735	2.2
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	153	7289675	2.1
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	184	7445727	2.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	175	7666181	2.3
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	193	7818890	2.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	206	7934387	2.6
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	172	7984774	2.2
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	201	7989184	2.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	197	7934359	2.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	218	7258141	3.0
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	207	7299064	2.8
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	222	7055677	3.1
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	206	7033932	2.9
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	244	7357279	3.3
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	225	7619983	3.0
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	275	7746504	3.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	248	7944816	3.1
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	255	8097224	3.1
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	281	8232361	3.4
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	287	8300303	3.5
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	227	8331282	2.7
	"Leukemias"	"35011-35043"	"25-29 years"	"25-29"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	252	8294723	3.0
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	187	7469121	2.5
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	190	7569804	2.5
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	215	7526353	2.9
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	194	7553532	2.6
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	172	7784741	2.2
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	205	7779515	2.6
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	205	7570818	2.7
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	203	7361279	2.8
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	246	7296798	3.4
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	220	7336667	3.0
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	219	7452713	2.9
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	233	7600790	3.1
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	219	7682974	2.9
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	221	7736670	2.9
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	291	7855370	3.7
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	255	7814739	3.3
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	261	7842158	3.3
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	291	8062125	3.6
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	300	8059086	3.7
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	233	7833330	3.0
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	274	7630724	3.6
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	270	7562270	3.6
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	292	7606628	3.8
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	286	7718113	3.7
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	279	7860654	3.5
	"Leukemias"	"35011-35043"	"30-34 years"	"30-34"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	284	7950924	3.6
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"1999"	"1999"	262	8496159	3.1
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	293	8555275	3.4
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	266	8270672	3.2
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	254	8137832	3.1
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	304	8267650	3.7
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	281	8241429	3.4
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	260	8170943	3.2
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	288	8202400	3.5
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	306	8162970	3.7
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	278	8064097	3.4
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	284	7900598	3.6
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	291	7697830	3.8
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	290	7403447	3.9
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"1999"	"1999"	338	8627908	3.9
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	356	8693407	4.1
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	347	8423778	4.1
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	359	8286713	4.3
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	350	8429052	4.2
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	388	8424555	4.6
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	363	8365254	4.3
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	349	8393093	4.2
	"Leukemias"	"35011-35043"	"35-39 years"	"35-39"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	379	8354550	4.5
