,Age Group,Sex,Year,Count
Oral Cavity and Pharynx,50-54,M,2006.0,34.0
Oral Cavity and Pharynx,50-54,M,2007.0,39.0
Oral Cavity and Pharynx,50-54,M,2008.0,33.0
Oral Cavity and Pharynx,50-54,M,2009.0,47.0
Oral Cavity and Pharynx,50-54,M,2010.0,52.0
Oral Cavity and Pharynx,50-54,M,2011.0,33.0
Oral Cavity and Pharynx,55-59,F,2007.0,18.0
Oral Cavity and Pharynx,55-59,F,2009.0,18.0
Oral Cavity and Pharynx,55-59,F,2010.0,20.0
Oral Cavity and Pharynx,55-59,F,2011.0,23.0
Oral Cavity and Pharynx,55-59,M,1999.0,22.0
Oral Cavity and Pharynx,55-59,M,2000.0,16.0
Oral Cavity and Pharynx,55-59,M,2001.0,21.0
Oral Cavity and Pharynx,55-59,M,2002.0,24.0
Oral Cavity and Pharynx,55-59,M,2003.0,26.0
Oral Cavity and Pharynx,55-59,M,2004.0,39.0
Oral Cavity and Pharynx,55-59,M,2005.0,38.0
Oral Cavity and Pharynx,55-59,M,2006.0,40.0
Oral Cavity and Pharynx,55-59,M,2007.0,36.0
Oral Cavity and Pharynx,55-59,M,2008.0,58.0
Oral Cavity and Pharynx,55-59,M,2009.0,40.0
Oral Cavity and Pharynx,55-59,M,2010.0,53.0
Oral Cavity and Pharynx,55-59,M,2011.0,61.0
Oral Cavity and Pharynx,60-64,F,2008.0,16.0
Oral Cavity and Pharynx,60-64,M,2000.0,19.0
Oral Cavity and Pharynx,60-64,M,2001.0,22.0
Oral Cavity and Pharynx,60-64,M,2003.0,21.0
Oral Cavity and Pharynx,60-64,M,2004.0,23.0
Oral Cavity and Pharynx,60-64,M,2005.0,24.0
Oral Cavity and Pharynx,60-64,M,2006.0,34.0
Oral Cavity and Pharynx,60-64,M,2007.0,25.0
Oral Cavity and Pharynx,60-64,M,2008.0,44.0
Oral Cavity and Pharynx,60-64,M,2009.0,54.0
Oral Cavity and Pharynx,60-64,M,2010.0,54.0
Oral Cavity and Pharynx,60-64,M,2011.0,62.0
Oral Cavity and Pharynx,65-69,F,2007.0,17.0
Oral Cavity and Pharynx,65-69,F,2009.0,20.0
Oral Cavity and Pharynx,65-69,F,2010.0,23.0
Oral Cavity and Pharynx,65-69,F,2011.0,20.0
Oral Cavity and Pharynx,65-69,M,1999.0,18.0
Oral Cavity and Pharynx,65-69,M,2006.0,22.0
Oral Cavity and Pharynx,65-69,M,2007.0,28.0
Oral Cavity and Pharynx,65-69,M,2008.0,36.0
Oral Cavity and Pharynx,65-69,M,2009.0,32.0
Oral Cavity and Pharynx,65-69,M,2010.0,39.0
Oral Cavity and Pharynx,65-69,M,2011.0,45.0
Oral Cavity and Pharynx,70-74,F,2004.0,17.0
Oral Cavity and Pharynx,70-74,F,2006.0,16.0
Oral Cavity and Pharynx,70-74,F,2008.0,17.0
Oral Cavity and Pharynx,70-74,M,1999.0,16.0
Oral Cavity and Pharynx,70-74,M,2002.0,17.0
Oral Cavity and Pharynx,70-74,M,2003.0,20.0
Oral Cavity and Pharynx,70-74,M,2007.0,24.0
Oral Cavity and Pharynx,70-74,M,2008.0,23.0
Oral Cavity and Pharynx,70-74,M,2009.0,35.0
Oral Cavity and Pharynx,70-74,M,2010.0,30.0
Oral Cavity and Pharynx,70-74,M,2011.0,33.0
Oral Cavity and Pharynx,75-79,M,2008.0,17.0
Oral Cavity and Pharynx,75-79,M,2009.0,21.0
Oral Cavity and Pharynx,75-79,M,2010.0,19.0
Oral Cavity and Pharynx,75-79,M,2011.0,32.0
Oral Cavity and Pharynx,80-84,F,2007.0,17.0
Oral Cavity and Pharynx,80-84,M,2011.0,16.0
Oral Cavity and Pharynx,85+,F,2010.0,20.0
Oral Cavity and Pharynx,85+,M,2011.0,19.0
Ovary,40-44,F,2003.0,16.0
Ovary,45-49,F,1999.0,17.0
Ovary,45-49,F,2000.0,18.0
Ovary,45-49,F,2001.0,16.0
Ovary,45-49,F,2002.0,18.0
Ovary,45-49,F,2004.0,21.0
Ovary,45-49,F,2007.0,23.0
Ovary,45-49,F,2008.0,16.0
Ovary,45-49,F,2009.0,19.0
Ovary,45-49,F,2010.0,20.0
Ovary,45-49,F,2011.0,19.0
Ovary,50-54,F,2000.0,16.0
Ovary,50-54,F,2001.0,19.0
Ovary,50-54,F,2004.0,18.0
Ovary,50-54,F,2005.0,21.0
Ovary,50-54,F,2007.0,22.0
Ovary,50-54,F,2008.0,18.0
Ovary,50-54,F,2009.0,20.0
Ovary,50-54,F,2010.0,19.0
Ovary,50-54,F,2011.0,20.0
Ovary,55-59,F,2001.0,17.0
Ovary,55-59,F,2002.0,18.0
Ovary,55-59,F,2003.0,16.0
Ovary,55-59,F,2004.0,18.0
Ovary,55-59,F,2006.0,18.0
Ovary,55-59,F,2007.0,27.0
Ovary,55-59,F,2008.0,27.0
Ovary,55-59,F,2009.0,25.0
Ovary,55-59,F,2010.0,20.0
Ovary,55-59,F,2011.0,16.0
Ovary,60-64,F,2003.0,16.0
Ovary,60-64,F,2008.0,17.0
Ovary,60-64,F,2009.0,18.0
Ovary,60-64,F,2010.0,28.0
Ovary,60-64,F,2011.0,18.0
Ovary,65-69,F,2006.0,17.0
Ovary,65-69,F,2007.0,16.0
Ovary,65-69,F,2008.0,21.0
Ovary,65-69,F,2009.0,17.0
Ovary,65-69,F,2011.0,16.0
Ovary,70-74,F,2009.0,16.0
Ovary,70-74,F,2011.0,18.0
Pancreas,50-54,M,2007.0,16.0
Pancreas,55-59,M,2007.0,16.0
Pancreas,55-59,M,2011.0,19.0
Pancreas,60-64,F,2009.0,17.0
Pancreas,60-64,M,2010.0,19.0
Pancreas,60-64,M,2011.0,25.0
Pancreas,65-69,M,2009.0,18.0
Pancreas,65-69,M,2010.0,22.0
Pancreas,65-69,M,2011.0,18.0
Pancreas,70-74,F,2007.0,19.0
Pancreas,70-74,F,2008.0,19.0
Pancreas,70-74,F,2011.0,20.0
Pancreas,70-74,M,2010.0,21.0
Pancreas,70-74,M,2011.0,16.0
Pancreas,75-79,F,2008.0,18.0
Pancreas,75-79,F,2009.0,19.0
Pancreas,75-79,F,2011.0,20.0
Pancreas,75-79,M,2011.0,17.0
Pancreas,80-84,F,2009.0,18.0
Pancreas,85+,F,2007.0,18.0
Pancreas,85+,F,2008.0,29.0
Pancreas,85+,F,2009.0,25.0
Pancreas,85+,F,2010.0,16.0
Pancreas,85+,F,2011.0,22.0
Pancreas,85+,M,2011.0,17.0
Prostate,40-44,M,2000.0,18.0
Prostate,40-44,M,2001.0,23.0
Prostate,40-44,M,2002.0,27.0
Prostate,40-44,M,2003.0,26.0
Prostate,40-44,M,2004.0,24.0
Prostate,40-44,M,2005.0,23.0
Prostate,40-44,M,2006.0,37.0
Prostate,40-44,M,2007.0,51.0
Prostate,40-44,M,2008.0,34.0
Prostate,40-44,M,2009.0,36.0
Prostate,40-44,M,2010.0,53.0
Prostate,40-44,M,2011.0,50.0
Prostate,45-49,M,1999.0,51.0
Prostate,45-49,M,2000.0,70.0
Prostate,45-49,M,2001.0,74.0
Prostate,45-49,M,2002.0,96.0
Prostate,45-49,M,2003.0,105.0
Prostate,45-49,M,2004.0,93.0
Prostate,45-49,M,2005.0,112.0
Prostate,45-49,M,2006.0,140.0
Prostate,45-49,M,2007.0,168.0
Prostate,45-49,M,2008.0,166.0
Prostate,45-49,M,2009.0,187.0
Prostate,45-49,M,2010.0,175.0
Prostate,45-49,M,2011.0,228.0
Prostate,50-54,M,1999.0,167.0
Prostate,50-54,M,2000.0,234.0
Prostate,50-54,M,2001.0,239.0
Prostate,50-54,M,2002.0,245.0
Prostate,50-54,M,2003.0,233.0
Prostate,50-54,M,2004.0,292.0
Prostate,50-54,M,2005.0,319.0
Prostate,50-54,M,2006.0,414.0
Prostate,50-54,M,2007.0,494.0
Prostate,50-54,M,2008.0,493.0
Prostate,50-54,M,2009.0,564.0
Prostate,50-54,M,2010.0,560.0
Prostate,50-54,M,2011.0,675.0
Prostate,55-59,M,1999.0,297.0
Prostate,55-59,M,2000.0,350.0
Prostate,55-59,M,2001.0,355.0
Prostate,55-59,M,2002.0,468.0
Prostate,55-59,M,2003.0,486.0
Prostate,55-59,M,2004.0,514.0
Prostate,55-59,M,2005.0,595.0
Prostate,55-59,M,2006.0,736.0
Prostate,55-59,M,2007.0,936.0
Prostate,55-59,M,2008.0,860.0
Prostate,55-59,M,2009.0,987.0
Prostate,55-59,M,2010.0,1073.0
Prostate,55-59,M,2011.0,1200.0
Prostate,60-64,M,1999.0,396.0
Prostate,60-64,M,2000.0,465.0
Prostate,60-64,M,2001.0,506.0
Prostate,60-64,M,2002.0,557.0
Prostate,60-64,M,2003.0,606.0
Prostate,60-64,M,2004.0,647.0
Prostate,60-64,M,2005.0,723.0
Prostate,60-64,M,2006.0,960.0
Prostate,60-64,M,2007.0,1248.0
Prostate,60-64,M,2008.0,1219.0
Prostate,60-64,M,2009.0,1406.0
Prostate,60-64,M,2010.0,1618.0
Prostate,60-64,M,2011.0,1782.0
Prostate,65-69,M,1999.0,509.0
Prostate,65-69,M,2000.0,508.0
Prostate,65-69,M,2001.0,576.0
Prostate,65-69,M,2002.0,611.0
Prostate,65-69,M,2003.0,804.0
Prostate,65-69,M,2004.0,749.0
Prostate,65-69,M,2005.0,879.0
Prostate,65-69,M,2006.0,1089.0
Prostate,65-69,M,2007.0,1414.0
Prostate,65-69,M,2008.0,1433.0
Prostate,65-69,M,2009.0,1659.0
Prostate,65-69,M,2010.0,1749.0
Prostate,65-69,M,2011.0,1985.0
Prostate,70-74,M,1999.0,489.0
Prostate,70-74,M,2000.0,538.0
Prostate,70-74,M,2001.0,576.0
Prostate,70-74,M,2002.0,587.0
Prostate,70-74,M,2003.0,731.0
Prostate,70-74,M,2004.0,669.0
Prostate,70-74,M,2005.0,779.0
Prostate,70-74,M,2006.0,1036.0
Prostate,70-74,M,2007.0,1346.0
Prostate,70-74,M,2008.0,1268.0
Prostate,70-74,M,2009.0,1501.0
Prostate,70-74,M,2010.0,1587.0
Prostate,70-74,M,2011.0,1805.0
Prostate,75-79,M,1999.0,455.0
Prostate,75-79,M,2000.0,499.0
Prostate,75-79,M,2001.0,549.0
Prostate,75-79,M,2002.0,621.0
Prostate,75-79,M,2003.0,661.0
Prostate,75-79,M,2004.0,680.0
Prostate,75-79,M,2005.0,763.0
Prostate,75-79,M,2006.0,931.0
Prostate,75-79,M,2007.0,1200.0
Prostate,75-79,M,2008.0,1102.0
Prostate,75-79,M,2009.0,1071.0
Prostate,75-79,M,2010.0,1173.0
Prostate,75-79,M,2011.0,1235.0
Prostate,80-84,M,1999.0,270.0
Prostate,80-84,M,2000.0,288.0
Prostate,80-84,M,2001.0,320.0
Prostate,80-84,M,2002.0,431.0
Prostate,80-84,M,2003.0,439.0
Prostate,80-84,M,2004.0,471.0
Prostate,80-84,M,2005.0,500.0
Prostate,80-84,M,2006.0,578.0
Prostate,80-84,M,2007.0,795.0
Prostate,80-84,M,2008.0,647.0
Prostate,80-84,M,2009.0,624.0
Prostate,80-84,M,2010.0,604.0
Prostate,80-84,M,2011.0,669.0
Prostate,85+,M,1999.0,117.0
Prostate,85+,M,2000.0,151.0
Prostate,85+,M,2001.0,155.0
Prostate,85+,M,2002.0,164.0
Prostate,85+,M,2003.0,194.0
Prostate,85+,M,2004.0,227.0
Prostate,85+,M,2005.0,224.0
Prostate,85+,M,2006.0,282.0
Prostate,85+,M,2007.0,372.0
Prostate,85+,M,2008.0,292.0
Prostate,85+,M,2009.0,263.0
Prostate,85+,M,2010.0,323.0
Prostate,85+,M,2011.0,324.0
Stomach,50-54,M,2010.0,17.0
Stomach,50-54,M,2011.0,22.0
Stomach,55-59,F,2011.0,17.0
Stomach,55-59,M,2009.0,18.0
Stomach,55-59,M,2011.0,19.0
Stomach,60-64,M,2003.0,17.0
Stomach,60-64,M,2006.0,17.0
Stomach,60-64,M,2007.0,18.0
Stomach,60-64,M,2008.0,18.0
Stomach,60-64,M,2009.0,22.0
Stomach,60-64,M,2010.0,17.0
Stomach,60-64,M,2011.0,24.0
Stomach,65-69,M,2008.0,21.0
Stomach,65-69,M,2009.0,18.0
Stomach,65-69,M,2010.0,20.0
Stomach,65-69,M,2011.0,22.0
Stomach,70-74,F,2010.0,17.0
Stomach,70-74,M,2007.0,17.0
Stomach,70-74,M,2011.0,29.0
Stomach,75-79,M,2009.0,16.0
Stomach,75-79,M,2010.0,16.0
Stomach,75-79,M,2011.0,19.0
Stomach,80-84,M,2011.0,16.0
Stomach,85+,F,2010.0,17.0
Thyroid,20-24,F,2003.0,20.0
Thyroid,20-24,F,2005.0,29.0
Thyroid,20-24,F,2006.0,18.0
Thyroid,20-24,F,2007.0,22.0
Thyroid,20-24,F,2008.0,35.0
Thyroid,20-24,F,2009.0,37.0
Thyroid,20-24,F,2010.0,19.0
Thyroid,20-24,F,2011.0,29.0
Thyroid,25-29,F,1999.0,17.0
Thyroid,25-29,F,2000.0,20.0
Thyroid,25-29,F,2001.0,23.0
Thyroid,25-29,F,2002.0,19.0
Thyroid,25-29,F,2003.0,35.0
Thyroid,25-29,F,2004.0,18.0
Thyroid,25-29,F,2005.0,38.0
Thyroid,25-29,F,2006.0,41.0
Thyroid,25-29,F,2007.0,38.0
Thyroid,25-29,F,2008.0,43.0
Thyroid,25-29,F,2009.0,60.0
Thyroid,25-29,F,2010.0,54.0
Thyroid,25-29,F,2011.0,50.0
Thyroid,25-29,M,2009.0,17.0
Thyroid,30-34,F,1999.0,38.0
Thyroid,30-34,F,2000.0,42.0
Thyroid,30-34,F,2001.0,35.0
Thyroid,30-34,F,2002.0,38.0
Thyroid,30-34,F,2003.0,39.0
Thyroid,30-34,F,2004.0,50.0
Thyroid,30-34,F,2005.0,40.0
Thyroid,30-34,F,2006.0,52.0
Thyroid,30-34,F,2007.0,46.0
Thyroid,30-34,F,2008.0,62.0
Thyroid,30-34,F,2009.0,52.0
Thyroid,30-34,F,2010.0,58.0
Thyroid,30-34,F,2011.0,69.0
Thyroid,30-34,M,2011.0,19.0
Thyroid,35-39,F,1999.0,22.0
Thyroid,35-39,F,2000.0,25.0
Thyroid,35-39,F,2001.0,31.0
Thyroid,35-39,F,2002.0,47.0
Thyroid,35-39,F,2003.0,48.0
Thyroid,35-39,F,2004.0,41.0
Thyroid,35-39,F,2005.0,47.0
Thyroid,35-39,F,2006.0,48.0
Thyroid,35-39,F,2007.0,75.0
Thyroid,35-39,F,2008.0,75.0
Thyroid,35-39,F,2009.0,75.0
Thyroid,35-39,F,2010.0,60.0
Thyroid,35-39,F,2011.0,84.0
Thyroid,35-39,M,2003.0,18.0
Thyroid,35-39,M,2004.0,16.0
Thyroid,35-39,M,2007.0,19.0
Thyroid,35-39,M,2010.0,23.0
Thyroid,40-44,F,1999.0,25.0
Thyroid,40-44,F,2000.0,34.0
Thyroid,40-44,F,2001.0,35.0
Thyroid,40-44,F,2002.0,36.0
Thyroid,40-44,F,2003.0,45.0
Thyroid,40-44,F,2004.0,30.0
Thyroid,40-44,F,2005.0,49.0
Thyroid,40-44,F,2006.0,50.0
Thyroid,40-44,F,2007.0,65.0
Thyroid,40-44,F,2008.0,68.0
Thyroid,40-44,F,2009.0,79.0
Thyroid,40-44,F,2010.0,74.0
Thyroid,40-44,F,2011.0,81.0
Thyroid,40-44,M,2008.0,16.0
Thyroid,40-44,M,2009.0,20.0
Thyroid,40-44,M,2010.0,19.0
Thyroid,40-44,M,2011.0,25.0
Thyroid,45-49,F,1999.0,26.0
Thyroid,45-49,F,2000.0,26.0
Thyroid,45-49,F,2001.0,23.0
Thyroid,45-49,F,2002.0,53.0
Thyroid,45-49,F,2003.0,44.0
Thyroid,45-49,F,2004.0,44.0
Thyroid,45-49,F,2005.0,46.0
Thyroid,45-49,F,2006.0,62.0
Thyroid,45-49,F,2007.0,45.0
Thyroid,45-49,F,2008.0,75.0
Thyroid,45-49,F,2009.0,57.0
Thyroid,45-49,F,2010.0,72.0
Thyroid,45-49,F,2011.0,83.0
Thyroid,45-49,M,2007.0,24.0
Thyroid,45-49,M,2008.0,23.0
Thyroid,45-49,M,2009.0,19.0
Thyroid,45-49,M,2010.0,24.0
Thyroid,45-49,M,2011.0,25.0
Thyroid,50-54,F,2000.0,22.0
Thyroid,50-54,F,2001.0,23.0
Thyroid,50-54,F,2002.0,30.0
Thyroid,50-54,F,2003.0,30.0
Thyroid,50-54,F,2004.0,39.0
Thyroid,50-54,F,2005.0,47.0
Thyroid,50-54,F,2006.0,51.0
Thyroid,50-54,F,2007.0,56.0
Thyroid,50-54,F,2008.0,60.0
Thyroid,50-54,F,2009.0,63.0
Thyroid,50-54,F,2010.0,80.0
Thyroid,50-54,F,2011.0,79.0
Thyroid,50-54,M,2002.0,16.0
Thyroid,50-54,M,2007.0,16.0
Thyroid,50-54,M,2008.0,20.0
Thyroid,50-54,M,2010.0,23.0
Thyroid,50-54,M,2011.0,20.0
Thyroid,55-59,F,1999.0,18.0
Thyroid,55-59,F,2001.0,17.0
Thyroid,55-59,F,2002.0,22.0
Thyroid,55-59,F,2003.0,24.0
Thyroid,55-59,F,2004.0,19.0
Thyroid,55-59,F,2005.0,34.0
Thyroid,55-59,F,2006.0,35.0
Thyroid,55-59,F,2007.0,51.0
Thyroid,55-59,F,2008.0,62.0
Thyroid,55-59,F,2009.0,46.0
Thyroid,55-59,F,2010.0,54.0
Thyroid,55-59,F,2011.0,62.0
Thyroid,55-59,M,2008.0,18.0
Thyroid,55-59,M,2010.0,25.0
Thyroid,55-59,M,2011.0,17.0
Thyroid,60-64,F,2003.0,18.0
Thyroid,60-64,F,2004.0,24.0
Thyroid,60-64,F,2005.0,23.0
Thyroid,60-64,F,2006.0,23.0
Thyroid,60-64,F,2007.0,24.0
Thyroid,60-64,F,2008.0,45.0
Thyroid,60-64,F,2009.0,48.0
Thyroid,60-64,F,2010.0,31.0
Thyroid,60-64,F,2011.0,51.0
Thyroid,60-64,M,2010.0,16.0
Thyroid,60-64,M,2011.0,19.0
Thyroid,65-69,F,2006.0,18.0
Thyroid,65-69,F,2007.0,27.0
Thyroid,65-69,F,2008.0,24.0
Thyroid,65-69,F,2009.0,25.0
Thyroid,65-69,F,2010.0,32.0
Thyroid,65-69,F,2011.0,36.0
Thyroid,65-69,M,2010.0,18.0
Thyroid,70-74,F,2008.0,21.0
Thyroid,70-74,F,2010.0,20.0
Thyroid,70-74,F,2011.0,26.0
"Urinary Bladder, invasive and in situ",40-44,M,2004.0,23.0
"Urinary Bladder, invasive and in situ",40-44,M,2005.0,16.0
"Urinary Bladder, invasive and in situ",40-44,M,2007.0,19.0
"Urinary Bladder, invasive and in situ",40-44,M,2009.0,17.0
"Urinary Bladder, invasive and in situ",40-44,M,2010.0,18.0
"Urinary Bladder, invasive and in situ",40-44,M,2011.0,17.0
"Urinary Bladder, invasive and in situ",45-49,M,2000.0,19.0
"Urinary Bladder, invasive and in situ",45-49,M,2001.0,18.0
"Urinary Bladder, invasive and in situ",45-49,M,2002.0,28.0
"Urinary Bladder, invasive and in situ",45-49,M,2003.0,24.0
"Urinary Bladder, invasive and in situ",45-49,M,2004.0,29.0
"Urinary Bladder, invasive and in situ",45-49,M,2005.0,26.0
"Urinary Bladder, invasive and in situ",45-49,M,2006.0,27.0
"Urinary Bladder, invasive and in situ",45-49,M,2007.0,40.0
"Urinary Bladder, invasive and in situ",45-49,M,2008.0,31.0
"Urinary Bladder, invasive and in situ",45-49,M,2009.0,37.0
"Urinary Bladder, invasive and in situ",45-49,M,2010.0,25.0
"Urinary Bladder, invasive and in situ",45-49,M,2011.0,33.0
"Urinary Bladder, invasive and in situ",50-54,F,2005.0,16.0
"Urinary Bladder, invasive and in situ",50-54,F,2006.0,23.0
"Urinary Bladder, invasive and in situ",50-54,F,2008.0,19.0
"Urinary Bladder, invasive and in situ",50-54,F,2009.0,26.0
"Urinary Bladder, invasive and in situ",50-54,F,2010.0,17.0
"Urinary Bladder, invasive and in situ",50-54,F,2011.0,25.0
"Urinary Bladder, invasive and in situ",50-54,M,1999.0,24.0
"Urinary Bladder, invasive and in situ",50-54,M,2000.0,31.0
"Urinary Bladder, invasive and in situ",50-54,M,2001.0,36.0
"Urinary Bladder, invasive and in situ",50-54,M,2002.0,39.0
"Urinary Bladder, invasive and in situ",50-54,M,2003.0,48.0
"Urinary Bladder, invasive and in situ",50-54,M,2004.0,38.0
"Urinary Bladder, invasive and in situ",50-54,M,2005.0,55.0
"Urinary Bladder, invasive and in situ",50-54,M,2006.0,61.0
"Urinary Bladder, invasive and in situ",50-54,M,2007.0,50.0
"Urinary Bladder, invasive and in situ",50-54,M,2008.0,59.0
"Urinary Bladder, invasive and in situ",50-54,M,2009.0,70.0
"Urinary Bladder, invasive and in situ",50-54,M,2010.0,63.0
"Urinary Bladder, invasive and in situ",50-54,M,2011.0,48.0
"Urinary Bladder, invasive and in situ",55-59,F,2004.0,22.0
"Urinary Bladder, invasive and in situ",55-59,F,2005.0,24.0
"Urinary Bladder, invasive and in situ",55-59,F,2006.0,19.0
"Urinary Bladder, invasive and in situ",55-59,F,2007.0,30.0
"Urinary Bladder, invasive and in situ",55-59,F,2008.0,22.0
"Urinary Bladder, invasive and in situ",55-59,F,2009.0,22.0
"Urinary Bladder, invasive and in situ",55-59,F,2010.0,24.0
"Urinary Bladder, invasive and in situ",55-59,F,2011.0,24.0
"Urinary Bladder, invasive and in situ",55-59,M,1999.0,25.0
"Urinary Bladder, invasive and in situ",55-59,M,2000.0,34.0
"Urinary Bladder, invasive and in situ",55-59,M,2001.0,36.0
"Urinary Bladder, invasive and in situ",55-59,M,2002.0,53.0
"Urinary Bladder, invasive and in situ",55-59,M,2003.0,55.0
"Urinary Bladder, invasive and in situ",55-59,M,2004.0,49.0
"Urinary Bladder, invasive and in situ",55-59,M,2005.0,72.0
"Urinary Bladder, invasive and in situ",55-59,M,2006.0,71.0
"Urinary Bladder, invasive and in situ",55-59,M,2007.0,77.0
"Urinary Bladder, invasive and in situ",55-59,M,2008.0,85.0
"Urinary Bladder, invasive and in situ",55-59,M,2009.0,81.0
"Urinary Bladder, invasive and in situ",55-59,M,2010.0,93.0
"Urinary Bladder, invasive and in situ",55-59,M,2011.0,93.0
"Urinary Bladder, invasive and in situ",60-64,F,2004.0,20.0
"Urinary Bladder, invasive and in situ",60-64,F,2005.0,22.0
"Urinary Bladder, invasive and in situ",60-64,F,2006.0,33.0
"Urinary Bladder, invasive and in situ",60-64,F,2007.0,29.0
"Urinary Bladder, invasive and in situ",60-64,F,2008.0,40.0
"Urinary Bladder, invasive and in situ",60-64,F,2009.0,27.0
"Urinary Bladder, invasive and in situ",60-64,F,2010.0,48.0
"Urinary Bladder, invasive and in situ",60-64,F,2011.0,34.0
"Urinary Bladder, invasive and in situ",60-64,M,1999.0,42.0
"Urinary Bladder, invasive and in situ",60-64,M,2000.0,36.0
"Urinary Bladder, invasive and in situ",60-64,M,2001.0,43.0
"Urinary Bladder, invasive and in situ",60-64,M,2002.0,44.0
"Urinary Bladder, invasive and in situ",60-64,M,2003.0,56.0
"Urinary Bladder, invasive and in situ",60-64,M,2004.0,57.0
"Urinary Bladder, invasive and in situ",60-64,M,2005.0,80.0
"Urinary Bladder, invasive and in situ",60-64,M,2006.0,95.0
"Urinary Bladder, invasive and in situ",60-64,M,2007.0,83.0
"Urinary Bladder, invasive and in situ",60-64,M,2008.0,112.0
"Urinary Bladder, invasive and in situ",60-64,M,2009.0,125.0
"Urinary Bladder, invasive and in situ",60-64,M,2010.0,110.0
"Urinary Bladder, invasive and in situ",60-64,M,2011.0,123.0
"Urinary Bladder, invasive and in situ",65-69,F,1999.0,17.0
"Urinary Bladder, invasive and in situ",65-69,F,2001.0,17.0
"Urinary Bladder, invasive and in situ",65-69,F,2002.0,18.0
"Urinary Bladder, invasive and in situ",65-69,F,2003.0,22.0
"Urinary Bladder, invasive and in situ",65-69,F,2005.0,25.0
"Urinary Bladder, invasive and in situ",65-69,F,2006.0,25.0
"Urinary Bladder, invasive and in situ",65-69,F,2007.0,33.0
"Urinary Bladder, invasive and in situ",65-69,F,2008.0,40.0
"Urinary Bladder, invasive and in situ",65-69,F,2009.0,47.0
"Urinary Bladder, invasive and in situ",65-69,F,2010.0,34.0
"Urinary Bladder, invasive and in situ",65-69,F,2011.0,43.0
"Urinary Bladder, invasive and in situ",65-69,M,1999.0,29.0
"Urinary Bladder, invasive and in situ",65-69,M,2000.0,41.0
"Urinary Bladder, invasive and in situ",65-69,M,2001.0,44.0
"Urinary Bladder, invasive and in situ",65-69,M,2002.0,49.0
"Urinary Bladder, invasive and in situ",65-69,M,2003.0,50.0
"Urinary Bladder, invasive and in situ",65-69,M,2004.0,57.0
"Urinary Bladder, invasive and in situ",65-69,M,2005.0,94.0
"Urinary Bladder, invasive and in situ",65-69,M,2006.0,91.0
"Urinary Bladder, invasive and in situ",65-69,M,2007.0,107.0
"Urinary Bladder, invasive and in situ",65-69,M,2008.0,105.0
"Urinary Bladder, invasive and in situ",65-69,M,2009.0,143.0
"Urinary Bladder, invasive and in situ",65-69,M,2010.0,128.0
"Urinary Bladder, invasive and in situ",65-69,M,2011.0,139.0
"Urinary Bladder, invasive and in situ",70-74,F,1999.0,20.0
"Urinary Bladder, invasive and in situ",70-74,F,2003.0,16.0
"Urinary Bladder, invasive and in situ",70-74,F,2004.0,28.0
"Urinary Bladder, invasive and in situ",70-74,F,2005.0,28.0
"Urinary Bladder, invasive and in situ",70-74,F,2006.0,26.0
"Urinary Bladder, invasive and in situ",70-74,F,2007.0,38.0
"Urinary Bladder, invasive and in situ",70-74,F,2008.0,35.0
"Urinary Bladder, invasive and in situ",70-74,F,2009.0,46.0
"Urinary Bladder, invasive and in situ",70-74,F,2010.0,31.0
"Urinary Bladder, invasive and in situ",70-74,F,2011.0,48.0
"Urinary Bladder, invasive and in situ",70-74,M,1999.0,51.0
"Urinary Bladder, invasive and in situ",70-74,M,2000.0,56.0
"Urinary Bladder, invasive and in situ",70-74,M,2001.0,49.0
"Urinary Bladder, invasive and in situ",70-74,M,2002.0,52.0
"Urinary Bladder, invasive and in situ",70-74,M,2003.0,64.0
"Urinary Bladder, invasive and in situ",70-74,M,2004.0,64.0
"Urinary Bladder, invasive and in situ",70-74,M,2005.0,88.0
"Urinary Bladder, invasive and in situ",70-74,M,2006.0,98.0
"Urinary Bladder, invasive and in situ",70-74,M,2007.0,106.0
"Urinary Bladder, invasive and in situ",70-74,M,2008.0,106.0
"Urinary Bladder, invasive and in situ",70-74,M,2009.0,117.0
"Urinary Bladder, invasive and in situ",70-74,M,2010.0,135.0
"Urinary Bladder, invasive and in situ",70-74,M,2011.0,133.0
"Urinary Bladder, invasive and in situ",75-79,F,2000.0,16.0
"Urinary Bladder, invasive and in situ",75-79,F,2002.0,18.0
"Urinary Bladder, invasive and in situ",75-79,F,2004.0,19.0
"Urinary Bladder, invasive and in situ",75-79,F,2005.0,20.0
"Urinary Bladder, invasive and in situ",75-79,F,2006.0,42.0
"Urinary Bladder, invasive and in situ",75-79,F,2007.0,36.0
"Urinary Bladder, invasive and in situ",75-79,F,2008.0,30.0
"Urinary Bladder, invasive and in situ",75-79,F,2009.0,44.0
"Urinary Bladder, invasive and in situ",75-79,F,2010.0,39.0
"Urinary Bladder, invasive and in situ",75-79,F,2011.0,33.0
"Urinary Bladder, invasive and in situ",75-79,M,1999.0,43.0
"Urinary Bladder, invasive and in situ",75-79,M,2000.0,40.0
"Urinary Bladder, invasive and in situ",75-79,M,2001.0,40.0
"Urinary Bladder, invasive and in situ",75-79,M,2002.0,48.0
"Urinary Bladder, invasive and in situ",75-79,M,2003.0,45.0
"Urinary Bladder, invasive and in situ",75-79,M,2004.0,58.0
